del,id,tweet,subtask_a,subtask_b,subtask_c,cleaned_tweet,stopped,stemmed_tweet,lemmatized_tweet,tweet_length,topic,sentiment_score,sentiment_category,polarity,subjectivity,polarity_class,subjectivity_class,combined_sentiment
12535,69516,@USER @USER I love u kady you are the real MVP here,0,0,0,love kady real mvp,love kady real mvp,love kadi real mvp,love kady real mvp,12,1,0.6369,1,0.35,0.45,1,Objective,1
12549,23193,@USER He didnt say that when he raped his daughters friend (16 years old) and not too long after she committed suicide,1,2,1,didnt say raped daughters friend years old long committed suicide,didnt say raped daughters friend years old long committed suicide,didnt say rape daughter friend year old long commit suicid,didnt say raped daughter friend year old long committed suicide,22,0,0.5368,1,0.025,0.3,0,Objective,-1
12573,41543,@USER @USER URL I read wages of rebellion- which had some beautiful moments - but some of it made me suspicious and this article confirmed some of them.,0,0,0, read wages rebellion beautiful moments made suspicious article confirmed,read wages rebellion beautiful moments made suspicious article confirmed,read wage rebellion beauti moment made suspici articl confirm,read wage rebellion beautiful moment made suspicious article confirmed,28,1,0.2263,1,0.625,1.0,1,Subjective,1
12577,31005,@USER You are my hero,0,0,0,hero,hero,hero,hero,5,2,0.5574,1,0.0,0.0,0,Objective,1
12578,20618,@USER President Obama?  Did I miss something about this?  He still believes he is President or is it you that isn't able to accept reality?,0,0,0,president obama miss something still believes president able accept reality,president obama miss something still believes president able accept reality,presid obama miss someth still believ presid abl accept realiti,president obama miss something still belief president able accept reality,25,2,0.25,1,0.5,0.625,1,Subjective,1
12591,38799,@USER She is adorable.,0,0,0,adorable,adorable,ador,adorable,4,1,0.4939,1,0.5,1.0,1,Subjective,1
12602,45129,@USER @USER Harrison Ford is NOT using renewable energy to power his home. He is using the same power plant the rest of the neighborhood is using. And that power plant is releasing toxins up into the air.,0,0,0,harrison ford using renewable energy power home using power plant rest neighborhood using power plant releasing toxins air,harrison ford using renewable energy power home using power plant rest neighborhood using power plant releasing toxins air,harrison ford use renew energi power home use power plant rest neighborhood use power plant releas toxin air,harrison ford using renewable energy power home using power plant rest neighborhood using power plant releasing toxin air,38,1,0.2732,1,0.0,0.0,0,Objective,1
12603,31654,"@USER Wow, Erick, working on your PhD in theology"". You should pick another career, unless you are Evangelical, then I understand.""",0,0,0,wow erick working phd theology pick another career unless evangelical understand,wow erick working phd theology pick another career unless evangelical understand,wow erick work phd theolog pick anoth career unless evangel understand,wow erick working phd theology pick another career unless evangelical understand,21,0,0.5859,1,0.1,1.0,1,Subjective,1
12604,80375,@USER Carrey is looking more like a tranny every day ?!,1,2,1,carrey looking like tranny every day,carrey looking like tranny every day,carrey look like tranni everi day,carrey looking like tranny every day,11,2,0.3612,1,0.0,0.0,0,Objective,1
12612,40502,@USER @USER she is a cracchead lol just waiting for her to leak it herself,0,0,0,cracchead lol waiting leak,cracchead lol waiting leak,cracchead lol wait leak,cracchead lol waiting leak,15,2,0.1027,1,0.8,0.7,1,Subjective,1
12621,24344,@USER @USER Thank You🙏Followed You🍎 #Maga  💯🇺🇸🇺🇸🇺🇸 URL,0,0,0,thank youfollowed ,thank youfollowed,thank youfollow,thank youfollowed,8,1,0.3612,1,0.0,0.0,0,Objective,1
12623,41994,@USER Dems trying to clean up their sloppy #kavanaugh #allegations     #ConfirmJudgeKavanaughNow #MAGA,0,0,0,dems trying clean sloppy,dems trying clean sloppy,dem tri clean sloppi,dems trying clean sloppy,12,2,0.4019,1,-0.025,0.725,0,Subjective,1
12625,16036,@USER I liked it in a so bad it's good way. She is so miscast it's amazing,0,0,0,liked bad good way miscast amazing,liked bad good way miscast amazing,like bad good way miscast amaz,liked bad good way miscast amazing,17,1,0.7184,1,0.3,0.741666667,1,Subjective,1
12627,95640,@USER Beto is anti American and believes in open borders and illegals recieving benefits. Texans need to keep our state red!,0,0,0,beto anti american believes open borders illegals recieving benefits texans need keep state red,beto anti american believes open borders illegals recieving benefits texans need keep state red,beto anti american believ open border illeg reciev benefit texan need keep state red,beto anti american belief open border illegals recieving benefit texan need keep state red,21,0,0.1779,1,0.0,0.166666667,0,Objective,1
12630,55923,"@USER @USER She is so cute!  And only for 2 days!""""",0,0,0,cute days,cute days,cute day,cute day,11,1,0.4588,1,0.5,1.0,1,Subjective,1
12631,36981,@USER Heil Facebook! Yeah...pretty much.,0,0,0,heil facebook yeah pretty much,heil facebook yeah pretty much,heil facebook yeah pretti much,heil facebook yeah pretty much,5,0,0.6597,1,0.225,0.6,1,Subjective,1
12642,23029,@USER And I will never watch your movies again because you are a maniac!,1,2,1,never watch movies maniac,never watch movies maniac,never watch movi maniac,never watch movie maniac,14,1,0.3724,1,0.0,0.0,0,Objective,-1
12656,28760,@USER Chelsea you like all your me too hysterical radicals ignore facts. you exercise fear mongering. science has helped make sure women and their unborn are safer today. The morning after pill is a great advance and the sanctity of life is more ensured for both mom and baby.,0,0,0,chelsea like hysterical radicals ignore facts exercise fear mongering science helped make sure women unborn safer today morning pill great advance sanctity life ensured mom baby,chelsea like hysterical radicals ignore facts exercise fear mongering science helped make sure women unborn safer today morning pill great advance sanctity life ensured mom baby,chelsea like hyster radic ignor fact exercis fear monger scienc help make sure women unborn safer today morn pill great advanc sanctiti life ensur mom babi,chelsea like hysterical radical ignore fact exercise fear mongering science helped make sure woman unborn safer today morning pill great advance sanctity life ensured mom baby,49,0,0.6249,1,0.1,0.87962963,1,Subjective,1
12661,11305,@USER Carrey is becoming weird like peewee Herman...,1,2,1,carrey becoming weird like peewee herman,carrey becoming weird like peewee herman,carrey becom weird like peewe herman,carrey becoming weird like peewee herman,8,1,0.2023,1,-0.025,0.925,0,Subjective,-1
12663,12780,@USER Best casting announcement since Riker was on it :) so excited love her so much! Met her twice she is just the sweetest,1,0,0,best casting announcement since riker excited love much met twice sweetest,best casting announcement since riker excited love much met twice sweetest,best cast announc sinc riker excit love much met twice sweetest,best casting announcement since riker excited love much met twice sweetest,24,2,0.8957,1,0.51875,0.4625,1,Objective,-1
12666,39651,@USER Glad he is on a winner,0,0,0,glad winner,glad winner,glad winner,glad winner,7,0,0.7783,1,0.5,1.0,1,Subjective,1
12670,26147,Teach the children well     #MAGA2020 #WeThePeople #MAGA #Qanon8chan (Constitution Song) URL via @USER,0,0,0,teach children well constitution song  via,teach children well constitution song via,teach children well constitut song via,teach child well constitution song via,13,1,0.2732,1,0.0,0.0,0,Objective,1
12672,88866,@USER Fudge report...then apparently she is not a socialist as you and your kind label her and is a successful capitalist but with much higher morals and opportunities for society. You have the dumbest followers.,1,2,3,fudge report apparently socialist kind label successful capitalist much higher morals opportunities society dumbest followers,fudge report apparently socialist kind label successful capitalist much higher morals opportunities society dumbest followers,fudg report appar socialist kind label success capitalist much higher moral opportun societi dumbest follow,fudge report apparently socialist kind label successful capitalist much higher moral opportunity society dumbest follower,35,0,0.7717,1,0.4125,0.675,1,Subjective,1
12686,53524,@USER Im voting for @USER and @USER as well as other constitutionalist republicans. Thank you for fighting for America. We appreciate you @USER #maga #KeepAmericaGreat,0,0,0,voting well constitutionalist republicans thank fighting america appreciate,voting well constitutionalist republicans thank fighting america appreciate,vote well constitutionalist republican thank fight america appreci,voting well constitutionalist republican thank fighting america appreciate,25,1,0.5859,1,0.0,0.0,0,Objective,1
12689,94526,@USER He is adorable 😍,0,0,0,adorable,adorable,ador,adorable,5,1,0.4939,1,0.5,1.0,1,Subjective,1
12698,83343,@USER Cool!   And that’s the way it SHOULD be!!!!,0,0,0,cool way,cool way,cool way,cool way,9,2,0.3182,1,0.35,0.65,1,Subjective,1
12710,82053,@USER Her strong character?? She is corrupt through and through....her house of cards is falling fast. Just a matter of time.,1,0,0,strong character corrupt house cards falling fast matter time,strong character corrupt house cards falling fast matter time,strong charact corrupt hous card fall fast matter time,strong character corrupt house card falling fast matter time,21,0,0.4215,1,0.044444444,0.777777778,0,Subjective,-1
12719,73992,@USER you are amazing and talented and i hope you have an amazing night 💘💕💖💘,0,0,0,amazing talented hope amazing night,amazing talented hope amazing night,amaz talent hope amaz night,amazing talented hope amazing night,15,0,0.93,1,0.633333333,0.9,1,Subjective,1
12725,22949,"History will judge you well."" - #QAnon URL",0,0,0,history judge well ,history judge well,histori judg well,history judge well,8,0,0.2732,1,0.0,0.0,0,Objective,1
12728,41925,@USER She is sexy without even trying.,1,0,0,sexy without even trying,sexy without even trying,sexi without even tri,sexy without even trying,7,1,0.5267,1,0.5,1.0,1,Subjective,-1
12732,26704,@USER Because he support d Roseanne??,0,0,0,support roseanne,support roseanne,support roseann,support roseanne,6,1,0.4019,1,0.0,0.0,0,Objective,1
12737,78604,@USER @USER  was spreading #FakeNews about @USER FYI. #MAGA,1,2,2,spreading fyi,spreading fyi,spread fyi,spreading fyi,9,1,0.2023,1,0.0,0.0,0,Objective,-1
12739,49252,@USER Be like Haiti and Obama and Clinton,0,0,0,like haiti obama clinton,like haiti obama clinton,like haiti obama clinton,like haiti obama clinton,8,2,0.3612,1,0.0,0.0,0,Objective,1
12751,46437,@USER They are false. This is what the democRATs do best. #ConfirmKavanaugh #MAGA #DrainTheDeepState,1,2,3,false democrats best,false democrats best,fals democrat best,false democrat best,14,0,0.6369,1,0.3,0.45,1,Objective,1
12758,19873,@USER who held majority in the house and senate and who still does?  Obama said himself that elections have consequences   might want to thank Harry Reid and every senator that voted to end filibuster,0,0,0,held majority house senate still obama said elections consequences might want thank harry reid every senator voted end filibuster,held majority house senate still obama said elections consequences might want thank harry reid every senator voted end filibuster,held major hous senat still obama said elect consequ might want thank harri reid everi senat vote end filibust,held majority house senate still obama said election consequence might want thank harry reid every senator voted end filibuster,34,2,0.4215,1,0.0,0.0,0,Objective,1
12762,89639,You are gonna be so surprised when you find out what stealth @USER has been up to... he is doing us good Joe.  #MAGA @USER #QAnon #TRDJ #WWG1WGA URL,1,0,0,gonna surprised find stealth good joe ,gonna surprised find stealth good joe,gonna surpris find stealth good joe,gonna surprised find stealth good joe,29,0,0.5423,1,0.4,0.75,1,Subjective,-1
